soc-Epinions1.txt,75879,405740,1624481,69327677,8356490393,71536862,15854754474,1404368354,77688764,5803397
pro-polbooks.txt,105,441,560,3142,13010,557,8708,8715,1995,319
fwb-cypwet.txt,71,612,1918,8794,39755,8348,56293,44750,17773,3198
fwb-cypdry.txt,71,618,1998,8814,40130,8480,54854,46422,18178,3453
met-CQ.txt,387,786,0,7823,33871,2400,99058,0,0,0
met-BB.txt,409,861,0,9794,41987,3577,147649,0,0,0
met-MP.txt,411,926,0,9102,38118,2650,98164,0,0,0
met-CT.txt,447,935,0,10403,46086,3331,160809,0,0,0
met-RP.txt,456,1006,0,10880,47809,3795,148210,0,0,0
met-MG.txt,473,1030,0,11774,51125,3100,172804,0,0,0
met-TP.txt,485,1101,0,14215,67586,4596,238864,0,0,0
met-AP.txt,490,1148,0,14583,71398,4208,235404,0,0,0
col-csphd.txt,1882,1740,8,6601,9418,8,32434,93,5,0
cel-AP.txt,595,1336,0,18753,98565,5708,346756,0,0,0
fwb-mangdry.txt,97,1445,7365,30763,239080,61164,224593,242610,111183,17858
fwb-mangwet.txt,97,1446,7494,30636,236812,58777,223513,243847,113500,18853
cel-CQ.txt,744,1477,0,20890,114183,6682,462005,0,0,0
met-OS.txt,665,1505,0,20229,101249,5912,376229,0,0,0
met-AT.txt,694,1585,0,22589,114500,6393,449957,0,0,0
cel-OS.txt,744,1649,0,24180,127420,7351,500736,0,0,0
cel-BB.txt,804,1648,0,25969,142273,9348,668518,0,0,0
cel-CT.txt,822,1663,0,25457,140487,8480,647043,0,0,0
cel-MP.txt,790,1675,0,23590,128338,7280,495791,0,0,0
cel-AT.txt,768,1725,0,26598,141204,7832,579955,0,0,0
cel-RP.txt,817,1732,0,26594,144263,9631,641930,0,0,0
met-PF.txt,751,1752,0,26449,138452,7285,557448,0,0,0
met-PH.txt,767,1781,0,27126,142066,7721,578964,0,0,0
cel-MG.txt,878,1812,0,28300,153284,7952,702580,0,0,0
cel-TP.txt,899,1916,0,33750,191094,11397,961499,0,0,0
met-TM.txt,830,1967,0,36384,189578,10038,1001919,0,0,0
col-netscience.txt,1461,2742,3764,4992,9782,8,14198,12487,1302,7159
fwb-florida.txt,128,2075,8437,55836,666566,131661,529287,414426,144942,14126
fwb-baywet.txt,128,2075,8437,55836,666566,131661,529287,414426,144942,14126
fwb-cuba.txt,233,3417,5095,123248,2299824,476345,1717964,397122,70010,1133
